Province_State,Lat,Long_,Confirmed,Deaths,Recovered,Active,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,Testing_Rate,Hospitalization_Rate,Num_Tweets
New Hampshire,43.4525,-71.5639,6295,402,5316.0,577.0,462.9660273396332,145538.0,677.0,6.386020651310563,10703.598043996111,10.75456711675933,0
New Jersey,40.2989,-74.521,177645,15707,31850.0,130088.0,2000.0135101816104,1840929.0,21184.0,8.841791212812069,20726.070935208547,11.924906414478311,1
New Mexico,34.8405,-106.2485,17828,591,6870.0,10367.0,850.2362376712647,481531.0,2433.0,3.315010096477452,22964.724352820376,13.647072021539152,1
New York,42.1657,-74.9481,408886,32558,72386.0,303942.0,2101.856827138229,5298640.0,89995.0,7.962610605401016,27237.37828770784,22.00980224316802,3
North Carolina,35.6301,-79.8064,105276,1732,78707.0,24837.0,1003.7677043776537,1491820.0,,1.6451992856871462,14223.951676969788,,1
North Dakota,47.5289,-99.784,5367,96,4407.0,864.0,704.2734055759242,139266.0,317.0,1.7887087758524316,18274.891019365878,5.906465436929383,0
Ohio,40.3888,-82.7649,78742,3235,54426.0,21081.0,673.636122541513,1221595.0,9864.0,4.10835386451957,10450.71904594879,12.526986868507278,2
Oklahoma,35.5653,-96.9289,28119,474,21596.0,6049.0,710.6193095678489,505598.0,2540.0,1.6856929478288702,12777.399682737125,9.033038159251749,0
Oregon,44.572,-122.0709,15393,271,3381.0,11741.0,364.95874446415223,352794.0,1433.0,1.7605405054245435,8364.532923698182,9.309426362632363,0
Pennsylvania,40.5908,-77.2098,108187,7077,77547.0,23563.0,845.0796200496657,1071477.0,,6.541451375858468,8369.613503026756,,0
Rhode Island,41.6809,-71.5118,18062,997,1749.0,15316.0,1704.9900836447632,186856.0,2127.0,5.519875982726165,17638.557583297857,11.776104528845089,0
South Carolina,33.8569,-80.945,75042,1285,27062.0,46695.0,1457.4901616209406,609160.0,4498.0,1.7123744036672797,11831.303894525896,5.9939767063777625,0
South Dakota,44.2998,-99.4388,8077,119,7159.0,799.0,913.0071586905237,101058.0,790.0,1.473319301720936,11423.38460355911,9.780859229912096,0
Tennessee,35.7478,-86.6923,84417,888,49748.0,33781.0,1236.1231387573373,1263828.0,3907.0,1.0519208216354523,18506.30837638637,4.6282146960920185,1
Texas,31.0545,-97.5635,363615,4439,195315.0,163861.0,1254.0229420861535,3104148.0,,1.2207967218074065,10705.47916788595,,3
Utah,40.15,-111.8624,35578,260,22532.0,12786.0,1109.746291124213,481402.0,2135.0,0.7307886896396649,15015.8548552414,6.000899432233402,0
Vermont,44.0459,-72.7107,1366,56,1152.0,158.0,218.91411547318944,85742.0,,4.099560761346998,13740.947356443785,,0
Virginia,37.7693,-78.17,80393,2051,10331.0,68011.0,941.8642264166948,954187.0,11488.0,2.551217145771398,11179.015593545044,14.28980135086388,0
Washington,47.4009,-121.4905,49247,1468,,47779.0,646.7195271161394,841184.0,5161.0,2.9808922370905844,11046.563622102109,10.47982618230552,2
West Virginia,38.4912,-80.9545,5212,101,3625.0,1486.0,290.8243576001299,242387.0,,1.9378357636224095,13524.950799236893,,0
Wisconsin,44.2685,-89.6165,44847,865,34682.0,9300.0,770.2448838406757,813213.0,4225.0,1.9287800744754384,13966.890822635345,9.420920016946507,0
Wyoming,42.756,-107.3025,2288,25,1745.0,518.0,395.32862555917063,44215.0,152.0,1.0926573426573427,7639.622018836855,6.643356643356642,0
