Province_State,Lat,Long_,Confirmed,Deaths,Recovered,Active,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,Testing_Rate,Hospitalization_Rate,Num_Tweets
New Mexico,34.8405,-106.2485,16971,571,6736.0,9664.0,809.3649982902756,460664.0,2364.0,3.3645630781922105,21969.55498040136,13.929644687997172,0
New York,42.1657,-74.9481,406807,32495,72161.0,302151.0,2091.1698377484718,5115470.0,89995.0,7.987817318777701,26295.802603955133,22.12228403149405,7
North Carolina,35.6301,-79.8064,99803,1652,67124.0,31027.0,951.5846745697307,1394864.0,,1.6552608639018866,13299.512093915342,,1
North Dakota,47.5289,-99.784,5019,92,4131.0,796.0,658.6078298091231,133854.0,302.0,1.8330344690177327,17564.7125824408,6.0171348874277735,0
Ohio,40.3888,-82.7649,74932,3174,51086.0,20672.0,641.0416541906562,1162914.0,9555.0,4.23584049538248,9948.704348495608,12.751561415683556,0
Oklahoma,35.5653,-96.9289,25266,451,19466.0,5349.0,638.5187053430516,475940.0,2388.0,1.7850075199873348,12027.886987294067,9.451436713369748,0
Oregon,44.572,-122.0709,14579,260,3225.0,11094.0,345.6592954942425,335590.0,1327.0,1.783387063584608,7956.636461685495,9.102133205295287,0
Pennsylvania,40.5908,-77.2098,105384,7022,76780.0,21582.0,823.1845848328725,1027379.0,,6.663250588324603,8025.1514042075805,,0
Rhode Island,41.6809,-71.5118,17793,990,1717.0,15086.0,1679.5974176885877,179201.0,2088.0,5.5639858371269595,16915.952163615613,11.734951947395047,0
South Carolina,33.8569,-80.945,69986,1155,22553.0,46278.0,1359.290883121494,577386.0,4182.0,1.6503300660132023,11214.178919240803,5.975480810447804,0
South Dakota,44.2998,-99.4388,7906,118,6952.0,836.0,893.6776769354068,98087.0,774.0,1.492537313432836,11087.54898780208,9.790032886415382,0
Tennessee,35.7478,-86.6923,78115,843,44319.0,32953.0,1143.8425789121789,1197297.0,3681.0,1.0791781348012546,17532.090996656403,4.712283172246048,0
Texas,31.0545,-97.5635,335257,4012,172936.0,158309.0,1156.2228442032856,2932364.0,,1.196693879620709,10113.03639989418,,1
Utah,40.15,-111.8624,34117,243,20915.0,12959.0,1064.1748893778397,462822.0,2033.0,0.7122548875926957,14436.308897371706,5.9589061171849815,0
Vermont,44.0459,-72.7107,1350,56,1137.0,157.0,216.34996770776408,82500.0,,4.148148148148148,13221.386915474473,,0
Virginia,37.7693,-78.17,77430,2027,10017.0,65386.0,907.1504615009352,907363.0,11203.0,2.617848379181196,10630.437352432817,14.468552240733564,0
Washington,47.4009,-121.4905,46946,1447,,45499.0,616.5024249191682,791786.0,5033.0,3.0822647296894305,10397.861138692297,10.720828185574916,0
West Virginia,38.4912,-80.9545,4990,100,3373.0,1517.0,278.4369808949824,230988.0,,2.004008016032064,12888.898064723486,,0
Wisconsin,44.2685,-89.6165,42315,844,32628.0,8843.0,726.7579160193143,776850.0,4107.0,1.9945645752097363,13342.358195902263,9.705778092874867,0
Wyoming,42.756,-107.3025,2126,25,1615.0,486.0,367.3377001480754,44053.0,143.0,1.1759172154280342,7611.631093425761,6.726246472248354,0
