Province_State,Lat,Long_,Confirmed,Deaths,Recovered,Active,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,Testing_Rate,Hospitalization_Rate,Num_Tweets
Missouri,38.4561,-92.2884,35194,1148,,34046.0,573.432388942078,580320.0,,3.261919645394101,9455.426605411907,,0
Montana,46.9219,-110.4544,2711,40,1493.0,1178.0,253.65417327078214,141002.0,174.0,1.4754703061600885,13192.82395408588,6.418295831796385,0
Nebraska,41.1254,-98.2681,23190,310,17237.0,5643.0,1198.8163820662446,238441.0,1502.0,1.3367830961621388,12326.30344787656,6.476929711082362,0
Nevada,38.3135,-117.0554,37528,676,874.0,35978.0,1218.379848293398,398822.0,,1.8013216798124068,12948.110420381303,,1
New Hampshire,43.4525,-71.5639,6262,400,5286.0,576.0,460.5390410168043,144822.0,673.0,6.387735547748322,10650.939795294737,10.747365059086556,0
New Jersey,40.2989,-74.521,177256,15737,31781.0,129738.0,1995.633959642836,1817955.0,21099.0,8.878119781558878,20467.418508273302,11.903123166493659,1
New Mexico,34.8405,-106.2485,17517,588,6814.0,10115.0,835.4043176625274,476497.0,2399.0,3.356739167665696,22724.647551135553,13.695267454472797,0
New York,42.1657,-74.9481,408181,32520,72302.0,303359.0,2098.2328119772005,5230981.0,89995.0,7.967053831511022,26889.580781636847,22.04781702235038,0
North Carolina,35.6301,-79.8064,103216,1705,78707.0,22804.0,984.1263666461864,1458997.0,,1.6518756781894282,13910.996517571753,,1
North Dakota,47.5289,-99.784,5207,94,4319.0,794.0,683.2777385567052,137293.0,309.0,1.80526214710966,18015.98820043513,5.934319185711543,0
Ohio,40.3888,-82.7649,77215,3219,53077.0,20919.0,660.5726702654609,1200023.0,9736.0,4.168879103801075,10266.171048241524,12.608949038399274,0
Oklahoma,35.5653,-96.9289,26326,461,19750.0,6115.0,665.3068723526153,497490.0,2403.0,1.7511205652206945,12572.49547696963,9.127858390944313,0
Oregon,44.572,-122.0709,15139,269,3381.0,11489.0,358.9365576848438,345263.0,1406.0,1.7768676927141818,8185.977456631364,9.287271286082305,0
Pennsylvania,40.5908,-77.2098,107460,7051,77073.0,23336.0,839.4008149827342,1055763.0,,6.561511260003723,8246.866951690086,,0
Rhode Island,41.6809,-71.5118,17986,996,1741.0,15249.0,1697.8159475381858,184964.0,2116.0,5.537640386967641,17459.959352855163,11.764705882352944,0
South Carolina,33.8569,-80.945,73337,1221,27062.0,45054.0,1424.375096383291,598693.0,4498.0,1.6649167541622918,11628.010411920337,6.133329697151506,2
South Dakota,44.2998,-99.4388,8019,118,7081.0,820.0,906.450960200484,99845.0,776.0,1.4715051752088788,11286.269624793282,9.677017084424492,0
Tennessee,35.7478,-86.6923,81944,871,47852.0,33221.0,1199.9108530548494,1238233.0,3798.0,1.0629210192326466,18131.51927304825,4.6348725959191635,0
Texas,31.0545,-97.5635,351071,4199,186529.0,160343.0,1210.761625073575,3043574.0,,1.1960543593745994,10496.573634027536,,1
Utah,40.15,-111.8624,35012,251,22032.0,12729.0,1092.091661837117,475443.0,2109.0,0.7168970638638181,14829.982176934318,6.023649034616701,0
Vermont,44.0459,-72.7107,1366,56,1148.0,162.0,218.91411547318944,84947.0,,4.099560761346998,13613.541264349209,,0
Virginia,37.7693,-78.17,79371,2048,10235.0,67088.0,929.8907307218227,940092.0,11424.0,2.5802875105517127,11013.882108399033,14.393166269796273,1
Washington,47.4009,-121.4905,48575,1465,,47110.0,637.8947150012483,826354.0,5102.0,3.0159547092125583,10851.813676173782,10.503345342254246,1
West Virginia,38.4912,-80.9545,5172,101,3546.0,1525.0,288.5923978334367,240326.0,,1.9528228924980664,13409.949072258025,,0
Wisconsin,44.2685,-89.6165,44135,859,33902.0,9374.0,758.0163210093922,798398.0,4194.0,1.9463011215588533,13712.44397102655,9.502662286167439,0
Wyoming,42.756,-107.3025,2238,25,1694.0,519.0,386.6894510495733,44165.0,146.0,1.1170688114387846,7630.98284432726,6.523681858802504,0
