Province_State,Lat,Long_,Confirmed,Deaths,Recovered,Active,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,Testing_Rate,Hospitalization_Rate,Num_Tweets
Ohio,40.3888,-82.7649,83184,3297,57731.0,22156.0,711.6373373484698,1293822.0,10145.0,3.9635025966532025,11068.619483108196,12.195854972110023,0
Oklahoma,35.5653,-96.9289,30081,496,24053.0,5532.0,760.2026903912108,565709.0,2768.0,1.6488813536784015,14296.516198880408,9.201821747947207,0
Oregon,44.572,-122.0709,16104,282,3541.0,12281.0,381.816125566862,374010.0,1474.0,1.7511177347242919,8867.55148554782,9.153005464480874,0
Pennsylvania,40.5908,-77.2098,111115,7124,79968.0,24023.0,867.9510660413785,1123330.0,,6.411375601853934,8774.652126321933,,0
Rhode Island,41.6809,-71.5118,18224,1002,1769.0,15453.0,1720.2823211350994,190028.0,2146.0,5.498244073748904,17937.983369219746,11.775680421422301,0
South Carolina,33.8569,-80.945,80008,1465,29378.0,49165.0,1553.9414308116552,638490.0,4827.0,1.8310668933106689,12400.960705916079,6.0331466853314675,0
South Dakota,44.2998,-99.4388,8305,122,7307.0,876.0,938.7798010306797,105913.0,798.0,1.468994581577363,11972.183632337432,9.608669476219145,0
Tennessee,35.7478,-86.6923,90796,964,53808.0,36024.0,1329.5312141702645,1332374.0,4196.0,1.06172078065113,19510.031520649496,4.621348958103881,1
Texas,31.0545,-97.5635,390286,4990,221510.0,163786.0,1346.0049722234685,3306042.0,,1.278549576464439,11401.764271277014,,3
Utah,40.15,-111.8624,37623,274,24390.0,12959.0,1173.5337767993215,500139.0,2213.0,0.7282779151051219,15600.297945263164,5.882040241341732,0
Vermont,44.0459,-72.7107,1396,56,1182.0,158.0,223.721892533362,88816.0,,4.011461318051576,14233.584245876127,,0
Virginia,37.7693,-78.17,83609,2075,10800.0,70734.0,979.5420758831419,1010443.0,12001.0,2.48179023789305,11838.096781226775,14.353717901182884,0
Washington,47.4009,-121.4905,51849,1494,,50355.0,680.8894097395722,883982.0,5301.0,2.881444193716369,11608.593843669241,10.223919458427355,2
West Virginia,38.4912,-80.9545,5775,103,4115.0,1557.0,322.2391913163373,256914.0,,1.7835497835497836,14335.542787505712,,0
Wisconsin,44.2685,-89.6165,47870,891,37287.0,9692.0,822.1647510302392,860243.0,4368.0,1.8612909964487152,14774.628617516317,9.124712763735117,0
Wyoming,42.756,-107.3025,2446,25,1866.0,555.0,422.6284170094979,48269.0,158.0,1.0220768601798855,8340.086288075001,6.459525756336878,0
